DataTime,t_Envir,t_Request_AntColumn,t_Exit_AntColumn,t_Probe_AntColumn,t_Request_PostColumn,t_Exit_PostColumn,t_Probe_PostColumn,t_Request_Pallet_CU,t_Exit_Pallet_CU,t_Probe_Pallet_CU,t_Request_Pallet_QE,t_Exit_Pallet_QE,t_Probe_Pallet_QE
2021-07-06 09:13:01,23.2,20,20,21,20,20,20,20,20,21,20,20,21
2021-07-06 09:23:01,23.3,20,20,20,20,20,20,20,20,21,20,20,21
2021-07-06 09:33:01,23.4,20,20,21,20,20,20,20,20,21,20,20,21
2021-07-06 11:40:01,26.7,20,16,25,20,20,21,20,16,23,20,16,23
2021-07-06 11:50:01,26.2,20,16,24,20,20,21,20,20,23,20,20,23
2021-07-06 12:00:01,25.9,20,16,23,20,20,21,20,20,23,20,20,22
2021-07-06 12:10:01,25.7,20,16,23,20,20,21,20,20,22,20,20,23
2021-07-06 12:20:01,25.7,20,16,23,20,20,21,20,20,22,20,20,22
2021-07-06 12:30:01,25.6,20,16,22,20,20,20,20,20,22,20,20,22
2021-07-06 12:40:01,25.6,20,0,0,20,20,20,20,20,22,20,20,22
2021-07-06 12:50:01,25.7,20,0,0,20,20,20,20,20,22,20,20,23
2021-07-06 13:00:01,25.9,20,0,0,20,20,20,20,20,22,20,20,22
2021-07-06 13:10:01,26.0,20,0,0,20,20,20,20,20,23,20,20,22
2021-07-06 13:20:01,26.0,20,0,0,20,20,20,20,20,23,20,20,23
2021-07-06 13:30:01,26.3,20,0,0,20,20,20,20,20,23,20,20,23
2021-07-06 13:40:01,26.5,20,0,0,20,20,20,20,0,0,20,0,0
2021-07-06 14:03:01,26.7,20,0,0,20,20,20,20,20,23,20,16,23
2021-07-06 14:13:01,26.7,20,0,0,20,20,20,20,20,23,20,20,23
2021-07-06 14:23:01,26.7,20,0,0,20,20,20,20,20,23,20,20,23
2021-07-06 14:33:01,26.9,20,0,0,20,20,20,20,20,23,20,20,23
2021-07-06 14:43:01,27.0,20,0,0,20,20,20,20,20,23,20,20,23
2021-07-06 14:53:01,27.1,20,0,0,20,20,20,20,20,23,20,20,23
2021-07-06 15:03:01,27.2,20,0,0,20,20,20,20,20,23,20,20,23
2021-07-06 15:13:01,27.3,20,0,0,20,20,20,20,20,23,20,20,23
2021-07-06 15:23:01,27.4,20,0,0,20,20,20,20,20,23,20,20,23
2021-07-06 15:33:01,27.4,20,0,0,20,20,20,20,20,23,20,20,23
2021-07-06 15:43:01,27.4,20,0,0,20,20,20,20,20,23,20,20,23
2021-07-06 15:53:01,27.6,20,0,0,20,20,20,20,20,23,20,20,23
2021-07-06 16:03:01,27.5,20,0,0,20,20,20,20,20,23,20,20,23
2021-07-06 16:13:01,27.4,20,0,0,20,20,20,20,20,23,20,20,23
2021-07-06 16:23:01,27.5,20,0,0,20,20,20,20,20,23,20,20,23
