NR,air_hour,DataTime
819,584,05:58:01 23.07.2020
820,573,06:58:01 23.07.2020
821,586,07:58:01 23.07.2020
822,585,08:58:01 23.07.2020
823,584,09:58:01 23.07.2020
824,592,10:58:01 23.07.2020
825,578,11:58:01 23.07.2020
826,583,12:58:01 23.07.2020
827,581,13:58:01 23.07.2020
828,582,14:58:01 23.07.2020
829,588,15:58:01 23.07.2020
830,54,16:58:01 23.07.2020
831,1,17:58:01 23.07.2020
832,25,18:58:01 23.07.2020
833,31,19:58:01 23.07.2020
834,1,20:58:01 23.07.2020
835,31,21:58:01 23.07.2020
836,1,22:58:01 23.07.2020
837,1,23:58:01 23.07.2020
838,1,00:58:01 24.07.2020
839,32,01:58:01 24.07.2020
840,32,02:58:01 24.07.2020
841,32,03:58:01 24.07.2020
842,1,04:58:01 24.07.2020
843,33,05:58:01 24.07.2020
844,31,06:58:01 24.07.2020
845,31,07:58:01 24.07.2020
846,34,08:58:01 24.07.2020
847,34,09:58:01 24.07.2020
848,31,10:58:01 24.07.2020
849,32,11:58:01 24.07.2020
850,32,12:58:01 24.07.2020
851,32,13:58:01 24.07.2020
852,33,14:58:01 24.07.2020
853,32,15:58:01 24.07.2020
854,34,16:58:01 24.07.2020
855,1,17:58:01 24.07.2020
856,1,18:58:01 24.07.2020
857,1,19:58:01 24.07.2020
858,1,20:58:01 24.07.2020
859,1,21:58:01 24.07.2020
860,1,22:58:01 24.07.2020
861,1,23:58:01 24.07.2020
862,1,00:58:01 25.07.2020
863,1,01:58:01 25.07.2020
864,1,02:58:01 25.07.2020
865,1,03:58:01 25.07.2020
866,1,04:58:01 25.07.2020
867,1,05:58:01 25.07.2020
868,1,06:58:01 25.07.2020
869,1,07:58:01 25.07.2020
870,1,08:58:01 25.07.2020
871,1,09:58:01 25.07.2020
872,1,10:58:01 25.07.2020
873,1,11:58:01 25.07.2020
874,1,12:58:01 25.07.2020
875,1,13:58:01 25.07.2020
876,1,14:58:01 25.07.2020
877,1,15:58:01 25.07.2020
878,1,16:58:01 25.07.2020
879,1,17:58:01 25.07.2020
880,1,18:58:01 25.07.2020
881,1,19:58:01 25.07.2020
882,1,20:58:01 25.07.2020
883,1,21:58:01 25.07.2020
884,1,22:58:01 25.07.2020
885,1,23:58:01 25.07.2020
886,1,00:58:01 26.07.2020
887,1,01:58:01 26.07.2020
888,1,02:58:01 26.07.2020
889,1,03:58:01 26.07.2020
890,1,04:58:01 26.07.2020
891,1,05:58:01 26.07.2020
892,1,06:58:01 26.07.2020
893,1,07:58:01 26.07.2020
894,1,08:58:01 26.07.2020
895,1,09:58:01 26.07.2020
896,1,10:58:01 26.07.2020
897,1,11:58:01 26.07.2020
898,1,12:58:01 26.07.2020
899,1,13:58:01 26.07.2020
900,1,14:58:01 26.07.2020
901,1,15:58:01 26.07.2020
902,1,16:58:01 26.07.2020
903,1,17:58:01 26.07.2020
904,1,18:58:01 26.07.2020
905,1,19:58:01 26.07.2020
906,1,20:58:01 26.07.2020
907,1,21:58:01 26.07.2020
908,1,22:58:01 26.07.2020
909,1,23:58:01 26.07.2020
910,1,00:58:01 27.07.2020
911,1,01:58:01 27.07.2020
912,1,02:58:01 27.07.2020
913,1,03:58:01 27.07.2020
914,1,04:58:01 27.07.2020
915,1,05:58:01 27.07.2020
916,1,06:58:01 27.07.2020
917,32,07:58:01 27.07.2020
918,32,08:58:01 27.07.2020
919,1,09:58:01 27.07.2020
920,31,10:58:01 27.07.2020
921,31,11:58:01 27.07.2020
922,584,10:57:01 28.07.2020
923,584,13:36:01 28.07.2020
924,580,14:36:01 28.07.2020
925,579,15:36:01 28.07.2020
926,576,16:36:01 28.07.2020
927,600,17:36:01 28.07.2020
928,31,18:36:01 28.07.2020
929,1,19:36:01 28.07.2020
930,1,20:36:01 28.07.2020
931,31,21:36:01 28.07.2020
932,31,22:36:01 28.07.2020
933,31,23:36:01 28.07.2020
934,32,00:36:01 29.07.2020
935,31,01:36:01 29.07.2020
936,31,02:36:01 29.07.2020
937,32,03:36:01 29.07.2020
938,1,04:36:01 29.07.2020
939,32,05:36:01 29.07.2020
940,31,06:36:01 29.07.2020
941,31,07:36:01 29.07.2020
942,31,08:36:01 29.07.2020
943,31,09:36:01 29.07.2020
944,1,10:36:01 29.07.2020
945,31,11:36:01 29.07.2020
946,32,12:36:01 29.07.2020
947,1,13:36:01 29.07.2020
948,32,14:36:01 29.07.2020
949,5,15:36:01 29.07.2020
950,1,16:36:01 29.07.2020
951,31,17:36:01 29.07.2020
952,31,18:36:01 29.07.2020
953,32,19:36:01 29.07.2020
954,1,20:36:01 29.07.2020
955,1,21:36:01 29.07.2020
956,1,22:36:01 29.07.2020
957,16,23:36:01 29.07.2020
958,1,00:36:01 30.07.2020
959,1,01:36:01 30.07.2020
960,1,02:36:01 30.07.2020
961,32,03:36:01 30.07.2020
962,1,04:36:01 30.07.2020
963,1,05:36:01 30.07.2020
964,1,06:36:01 30.07.2020
965,31,07:36:01 30.07.2020
966,31,08:36:01 30.07.2020
967,1,09:36:01 30.07.2020
968,584,10:36:01 30.07.2020
969,580,11:36:01 30.07.2020
970,585,12:36:01 30.07.2020
971,575,13:36:01 30.07.2020
972,578,14:36:01 30.07.2020
973,575,15:36:01 30.07.2020
974,574,16:36:01 30.07.2020
975,1,17:36:01 30.07.2020
976,1,18:36:01 30.07.2020
977,31,19:36:01 30.07.2020
978,7,20:36:01 30.07.2020
979,31,21:36:01 30.07.2020
980,14,22:36:01 30.07.2020
981,14,23:36:01 30.07.2020
982,1,00:36:01 31.07.2020
983,16,01:36:01 31.07.2020
984,31,02:36:01 31.07.2020
985,24,03:36:01 31.07.2020
986,31,04:36:01 31.07.2020
987,31,05:36:01 31.07.2020
988,31,06:36:01 31.07.2020
989,1,07:36:01 31.07.2020
990,1,08:36:01 31.07.2020
991,32,09:36:01 31.07.2020
992,1,10:36:01 31.07.2020
993,1,11:36:01 31.07.2020
994,1,12:36:01 31.07.2020
995,1,13:36:01 31.07.2020
996,1,14:36:01 31.07.2020
997,1,15:36:01 31.07.2020
998,580,16:36:01 31.07.2020
999,31,17:36:01 31.07.2020
1000,1,18:36:01 31.07.2020
1001,1,19:36:01 31.07.2020
1002,1,20:36:01 31.07.2020
1003,1,21:36:01 31.07.2020
1004,1,22:36:01 31.07.2020
1005,1,23:36:01 31.07.2020
1006,1,00:36:01 01.08.2020
1007,1,01:36:01 01.08.2020
1008,1,02:36:01 01.08.2020
1009,1,03:36:01 01.08.2020
1010,1,04:36:01 01.08.2020
1011,1,05:36:01 01.08.2020
1012,1,06:36:01 01.08.2020
1013,1,07:36:01 01.08.2020
1014,1,08:36:01 01.08.2020
1015,1,09:36:01 01.08.2020
1016,1,10:36:01 01.08.2020
1017,1,11:36:01 01.08.2020
1018,1,12:36:01 01.08.2020
1019,1,13:36:01 01.08.2020
1020,1,14:36:01 01.08.2020
1021,1,15:36:01 01.08.2020
1022,1,16:36:01 01.08.2020
1023,1,17:36:01 01.08.2020
1024,1,18:36:01 01.08.2020
1025,1,19:36:01 01.08.2020
1026,1,20:36:01 01.08.2020
1027,1,21:36:01 01.08.2020
1028,1,22:36:01 01.08.2020
1029,1,23:36:01 01.08.2020
1030,1,00:36:01 02.08.2020
1031,1,01:36:01 02.08.2020
1032,1,02:36:01 02.08.2020
1033,1,03:36:01 02.08.2020
1034,1,04:36:01 02.08.2020
1035,1,05:36:01 02.08.2020
1036,1,06:36:01 02.08.2020
1037,1,07:36:01 02.08.2020
1038,1,08:36:01 02.08.2020
1039,1,09:36:01 02.08.2020
1040,1,10:36:01 02.08.2020
1041,1,11:36:01 02.08.2020
1042,1,12:36:01 02.08.2020
1043,1,13:36:01 02.08.2020
1044,1,14:36:01 02.08.2020
1045,1,15:36:01 02.08.2020
1046,1,16:36:01 02.08.2020
1047,1,17:36:01 02.08.2020
1048,1,18:36:01 02.08.2020
1049,1,19:36:01 02.08.2020
1050,1,20:36:01 02.08.2020
1051,1,21:36:01 02.08.2020
1052,1,22:36:01 02.08.2020
1053,1,23:36:01 02.08.2020
1054,1,00:36:01 03.08.2020
1055,1,01:36:01 03.08.2020
1056,1,02:36:01 03.08.2020
1057,1,03:36:01 03.08.2020
1058,1,04:36:01 03.08.2020
1059,1,05:36:01 03.08.2020
1060,1,06:36:01 03.08.2020
1061,32,07:36:01 03.08.2020
1062,17,08:36:01 03.08.2020
1063,599,09:36:01 03.08.2020
1064,580,10:36:01 03.08.2020
1065,583,11:36:01 03.08.2020
1066,583,12:36:01 03.08.2020
1067,581,13:36:01 03.08.2020
1068,584,14:36:01 03.08.2020
1069,584,15:36:01 03.08.2020
1070,31,16:36:01 03.08.2020
1071,1,17:36:01 03.08.2020
1072,1,18:36:01 03.08.2020
1073,1,19:36:01 03.08.2020
1074,32,20:36:01 03.08.2020
1075,33,21:36:01 03.08.2020
1076,32,22:36:01 03.08.2020
1077,33,23:36:01 03.08.2020
1078,32,00:36:01 04.08.2020
1079,33,01:36:01 04.08.2020
1080,33,02:36:01 04.08.2020
1081,32,03:36:01 04.08.2020
1082,31,04:36:01 04.08.2020
1083,34,05:36:01 04.08.2020
1084,32,06:36:01 04.08.2020
1085,31,07:36:01 04.08.2020
1086,34,08:36:01 04.08.2020
1087,33,09:36:01 04.08.2020
1088,40,10:36:01 04.08.2020
1089,34,11:36:01 04.08.2020
1090,586,09:28:01 31.08.2020
1091,582,10:28:01 31.08.2020
1092,589,11:28:01 31.08.2020
1093,581,12:28:01 31.08.2020
1094,588,13:28:01 31.08.2020
1095,586,14:28:01 31.08.2020
1096,643,15:28:01 31.08.2020
1097,648,16:28:01 31.08.2020
1098,34,17:28:01 31.08.2020
1099,32,18:28:01 31.08.2020
1100,33,19:28:01 31.08.2020
1101,34,20:28:01 31.08.2020
1102,32,21:28:01 31.08.2020
1103,32,22:28:01 31.08.2020
1104,33,23:28:01 31.08.2020
1105,33,00:28:01 01.09.2020
1106,34,01:28:01 01.09.2020
1107,34,02:28:01 01.09.2020
1108,34,03:28:01 01.09.2020
1109,34,04:28:01 01.09.2020
1110,33,05:28:01 01.09.2020
1111,36,06:28:01 01.09.2020
1112,34,07:28:01 01.09.2020
1113,35,08:28:01 01.09.2020
1114,37,09:28:01 01.09.2020
1115,35,10:28:01 01.09.2020
1116,34,11:28:01 01.09.2020
1117,34,12:28:01 01.09.2020
1118,34,13:28:01 01.09.2020
1119,32,14:28:01 01.09.2020
1120,581,15:45:01 01.09.2020
1121,582,16:45:01 01.09.2020
1122,32,17:45:01 01.09.2020
1123,31,18:45:01 01.09.2020
1124,31,19:45:01 01.09.2020
1125,33,20:45:01 01.09.2020
1126,5,21:45:01 01.09.2020
1127,24,22:45:01 01.09.2020
1128,34,23:45:01 01.09.2020
1129,32,00:45:01 02.09.2020
1130,33,01:45:01 02.09.2020
1131,31,02:45:01 02.09.2020
1132,34,03:45:01 02.09.2020
1133,33,04:45:01 02.09.2020
1134,33,05:45:01 02.09.2020
1135,33,06:45:01 02.09.2020
1136,36,07:45:01 02.09.2020
1137,585,08:45:01 02.09.2020
1138,549,09:45:01 02.09.2020
1139,580,10:45:01 02.09.2020
1140,578,11:45:01 02.09.2020
1141,591,12:45:01 02.09.2020
1142,577,13:45:01 02.09.2020
1143,587,14:45:01 02.09.2020
1144,587,15:45:01 02.09.2020
1145,34,16:45:01 02.09.2020
1146,33,17:45:01 02.09.2020
1147,33,18:45:01 02.09.2020
1148,33,19:45:01 02.09.2020
1149,32,20:45:01 02.09.2020
1150,34,21:45:01 02.09.2020
1151,34,22:45:01 02.09.2020
1152,33,23:45:01 02.09.2020
1153,31,00:45:01 03.09.2020
1154,33,01:45:01 03.09.2020
1155,33,02:45:01 03.09.2020
1156,34,03:45:01 03.09.2020
1157,34,04:45:01 03.09.2020
1158,35,05:45:01 03.09.2020
1159,34,06:45:01 03.09.2020
1160,1,07:45:01 03.09.2020
1161,34,08:45:01 03.09.2020
1162,36,09:45:01 03.09.2020
1163,37,10:45:01 03.09.2020
1164,36,11:45:01 03.09.2020
1165,35,12:45:01 03.09.2020
1166,33,13:45:01 03.09.2020
1167,33,14:45:01 03.09.2020
1168,32,15:45:01 03.09.2020
1169,32,16:45:01 03.09.2020
1170,34,17:45:01 03.09.2020
1171,32,18:45:01 03.09.2020
1172,32,19:45:01 03.09.2020
1173,31,20:45:01 03.09.2020
1174,33,21:45:01 03.09.2020
1175,34,22:45:01 03.09.2020
1176,34,23:45:01 03.09.2020
1177,34,00:45:01 04.09.2020
1178,33,01:45:01 04.09.2020
1179,34,02:45:01 04.09.2020
1180,33,03:45:01 04.09.2020
1181,31,04:45:01 04.09.2020
1182,31,05:45:01 04.09.2020
1183,33,06:45:01 04.09.2020
1184,34,07:45:01 04.09.2020
1185,598,08:45:01 04.09.2020
1186,592,09:45:01 04.09.2020
1187,5,10:49:01 04.09.2020
1188,597,11:49:01 04.09.2020
1189,590,12:49:01 04.09.2020
1190,584,13:49:01 04.09.2020
1191,584,14:49:01 04.09.2020
1192,581,15:49:01 04.09.2020
1193,584,16:49:01 04.09.2020
1194,32,17:49:01 04.09.2020
1195,1,18:49:01 04.09.2020
1196,1,19:49:01 04.09.2020
1197,1,20:49:01 04.09.2020
1198,1,21:49:01 04.09.2020
1199,1,22:49:01 04.09.2020
1200,1,23:49:01 04.09.2020
1201,1,00:49:01 05.09.2020
1202,1,01:49:01 05.09.2020
1203,1,02:49:01 05.09.2020
1204,1,03:49:01 05.09.2020
1205,1,04:49:01 05.09.2020
1206,1,05:49:01 05.09.2020
1207,1,06:49:01 05.09.2020
1208,1,07:49:01 05.09.2020
1209,1,08:49:01 05.09.2020
1210,1,09:49:01 05.09.2020
1211,1,10:49:01 05.09.2020
1212,1,11:49:01 05.09.2020
1213,1,12:49:01 05.09.2020
1214,1,13:49:01 05.09.2020
1215,1,14:49:01 05.09.2020
1216,1,15:49:01 05.09.2020
1217,1,16:49:01 05.09.2020
1218,1,17:49:01 05.09.2020
1219,1,18:49:01 05.09.2020
1220,1,19:49:01 05.09.2020
1221,1,20:49:01 05.09.2020
1222,1,21:49:01 05.09.2020
1223,1,22:49:01 05.09.2020
1224,1,23:49:01 05.09.2020
1225,1,00:49:01 06.09.2020
1226,1,01:49:01 06.09.2020
1227,1,02:49:01 06.09.2020
1228,1,03:49:01 06.09.2020
1229,1,04:49:01 06.09.2020
1230,1,05:49:01 06.09.2020
1231,1,06:49:01 06.09.2020
1232,1,07:49:01 06.09.2020
1233,1,08:49:01 06.09.2020
1234,1,09:49:01 06.09.2020
1235,1,10:49:01 06.09.2020
1236,1,11:49:01 06.09.2020
1237,1,12:49:01 06.09.2020
1238,1,13:49:01 06.09.2020
1239,1,14:49:01 06.09.2020
1240,1,15:49:01 06.09.2020
1241,1,16:49:01 06.09.2020
1242,1,17:49:01 06.09.2020
1243,1,18:49:01 06.09.2020
1244,1,19:49:01 06.09.2020
1245,1,20:49:01 06.09.2020
1246,1,21:49:01 06.09.2020
1247,1,22:49:01 06.09.2020
1248,1,23:49:01 06.09.2020
1249,1,00:49:01 07.09.2020
1250,1,01:49:01 07.09.2020
1251,1,02:49:01 07.09.2020
1252,1,03:49:01 07.09.2020
1253,1,04:49:01 07.09.2020
1254,1,05:49:01 07.09.2020
1255,1,06:49:01 07.09.2020
1256,34,07:49:01 07.09.2020
1257,34,08:49:01 07.09.2020
1258,586,09:49:01 07.09.2020
1259,586,10:49:01 07.09.2020
1260,581,11:49:01 07.09.2020
1261,581,12:49:01 07.09.2020
1262,584,13:49:01 07.09.2020
1263,580,14:49:01 07.09.2020
1264,580,15:49:01 07.09.2020
1265,575,16:49:01 07.09.2020
1266,522,17:49:01 07.09.2020
1267,1,18:49:01 07.09.2020
1268,1,19:49:01 07.09.2020
1269,1,20:49:01 07.09.2020
1270,1,21:49:01 07.09.2020
1271,1,22:49:01 07.09.2020
1272,1,23:49:01 07.09.2020
1273,1,00:49:01 08.09.2020
1274,1,01:49:01 08.09.2020
1275,1,02:49:01 08.09.2020
1276,1,03:49:01 08.09.2020
1277,1,04:49:01 08.09.2020
1278,1,05:49:01 08.09.2020
1279,1,06:49:01 08.09.2020
1280,591,07:49:01 08.09.2020
1281,581,08:49:01 08.09.2020
1282,582,09:49:01 08.09.2020
1283,582,10:49:01 08.09.2020
1284,582,11:49:01 08.09.2020
1285,582,12:49:01 08.09.2020
1286,584,13:49:01 08.09.2020
1287,583,14:49:01 08.09.2020
1288,577,15:49:01 08.09.2020
1289,579,16:49:01 08.09.2020
1290,584,17:49:01 08.09.2020
1291,578,18:49:01 08.09.2020
1292,583,19:49:01 08.09.2020
1293,582,20:49:01 08.09.2020
1294,582,21:49:01 08.09.2020
1295,585,22:49:01 08.09.2020
1296,582,23:49:01 08.09.2020
1297,585,00:49:01 09.09.2020
1298,577,01:49:01 09.09.2020
1299,583,02:49:01 09.09.2020
1300,585,03:49:01 09.09.2020
1301,579,04:49:01 09.09.2020
1302,585,05:49:01 09.09.2020
1303,579,06:49:01 09.09.2020
1304,580,07:49:01 09.09.2020
1305,583,08:49:01 09.09.2020
1306,582,09:49:01 09.09.2020
1307,585,10:49:01 09.09.2020
1308,638,11:49:01 09.09.2020
1309,643,12:49:01 09.09.2020
1310,638,13:49:01 09.09.2020
1311,621,14:49:01 09.09.2020
1312,633,15:49:01 09.09.2020
1313,634,16:49:01 09.09.2020
1314,1,17:49:01 09.09.2020
1315,32,18:49:01 09.09.2020
1316,32,19:49:01 09.09.2020
1317,1,20:49:01 09.09.2020
1318,8,21:49:01 09.09.2020
1319,31,22:49:01 09.09.2020
1320,33,23:49:01 09.09.2020
1321,3,00:49:01 10.09.2020
1322,33,01:49:01 10.09.2020
1323,33,02:49:01 10.09.2020
1324,33,03:49:01 10.09.2020
1325,31,04:49:01 10.09.2020
1326,32,05:49:01 10.09.2020
1327,33,06:49:01 10.09.2020
1328,31,07:49:01 10.09.2020
1329,33,08:49:01 10.09.2020
1330,33,09:49:01 10.09.2020
1331,34,10:49:01 10.09.2020
1332,33,11:49:01 10.09.2020
1333,32,12:49:01 10.09.2020
1334,33,13:49:01 10.09.2020
1335,32,14:49:01 10.09.2020
1336,33,15:49:01 10.09.2020
1337,31,16:49:01 10.09.2020
1338,33,17:49:01 10.09.2020
1339,34,18:49:01 10.09.2020
1340,1,19:49:01 10.09.2020
1341,33,20:49:01 10.09.2020
1342,32,21:49:01 10.09.2020
1343,33,22:49:01 10.09.2020
1344,1,23:49:01 10.09.2020
1345,34,00:49:01 11.09.2020
1346,34,01:49:01 11.09.2020
1347,14,02:49:01 11.09.2020
1348,31,03:49:01 11.09.2020
1349,31,04:49:01 11.09.2020
1350,32,05:49:01 11.09.2020
1351,31,06:49:01 11.09.2020
1352,36,07:49:01 11.09.2020
1353,33,08:49:01 11.09.2020
1354,588,12:14:01 11.09.2020
1355,601,13:14:01 11.09.2020
1356,581,14:14:01 11.09.2020
1357,564,15:14:01 11.09.2020
1358,582,16:14:01 11.09.2020
1359,1,17:14:01 11.09.2020
1360,32,18:14:01 11.09.2020
1361,1,19:14:01 11.09.2020
1362,1,20:14:01 11.09.2020
1363,1,21:14:01 11.09.2020
1364,1,22:14:01 11.09.2020
1365,1,23:14:01 11.09.2020
1366,1,00:14:01 12.09.2020
1367,1,01:14:01 12.09.2020
1368,1,02:14:01 12.09.2020
1369,1,03:14:01 12.09.2020
1370,1,04:14:01 12.09.2020
1371,1,05:14:01 12.09.2020
1372,1,06:14:01 12.09.2020
1373,1,07:14:01 12.09.2020
1374,1,08:14:01 12.09.2020
1375,1,09:14:01 12.09.2020
1376,1,10:14:01 12.09.2020
1377,1,11:14:01 12.09.2020
1378,1,12:14:01 12.09.2020
1379,1,13:14:01 12.09.2020
1380,1,14:14:01 12.09.2020
1381,1,15:14:01 12.09.2020
1382,1,16:14:01 12.09.2020
1383,1,17:14:01 12.09.2020
1384,1,18:14:01 12.09.2020
1385,1,19:14:01 12.09.2020
1386,1,20:14:01 12.09.2020
1387,1,21:14:01 12.09.2020
1388,1,22:14:01 12.09.2020
1389,1,23:14:01 12.09.2020
1390,1,00:14:01 13.09.2020
1391,1,01:14:01 13.09.2020
1392,1,02:14:01 13.09.2020
1393,1,03:14:01 13.09.2020
1394,1,04:14:01 13.09.2020
1395,1,05:14:01 13.09.2020
1396,1,06:14:01 13.09.2020
1397,1,07:14:01 13.09.2020
1398,1,08:14:01 13.09.2020
1399,1,09:14:01 13.09.2020
1400,1,10:14:01 13.09.2020
1401,1,11:14:01 13.09.2020
1402,1,12:14:01 13.09.2020
1403,1,13:14:01 13.09.2020
1404,1,14:14:01 13.09.2020
1405,1,15:14:01 13.09.2020
1406,1,16:14:01 13.09.2020
1407,1,17:14:01 13.09.2020
1408,1,18:14:01 13.09.2020
1409,1,19:14:01 13.09.2020
1410,1,20:14:01 13.09.2020
1411,1,21:14:01 13.09.2020
1412,1,22:14:01 13.09.2020
1413,1,23:14:01 13.09.2020
1414,1,00:14:01 14.09.2020
1415,1,01:14:01 14.09.2020
1416,1,02:14:01 14.09.2020
1417,1,03:14:01 14.09.2020
1418,1,04:14:01 14.09.2020
1419,1,05:14:01 14.09.2020
1420,1,06:14:01 14.09.2020
1421,28,07:14:01 14.09.2020
1422,728,08:14:01 14.09.2020
1423,586,09:14:01 14.09.2020
1424,585,10:14:01 14.09.2020
1425,561,11:14:01 14.09.2020
1426,585,12:14:01 14.09.2020
1427,582,13:14:01 14.09.2020
1428,635,14:14:01 14.09.2020
1429,633,15:16:01 14.09.2020
1430,647,16:16:01 14.09.2020
1431,32,17:16:01 14.09.2020
1432,1,18:16:01 14.09.2020
1433,31,19:16:01 14.09.2020
1434,31,20:16:01 14.09.2020
1435,1,21:16:01 14.09.2020
1436,31,22:16:01 14.09.2020
1437,33,23:16:01 14.09.2020
1438,32,00:16:01 15.09.2020
1439,31,01:16:01 15.09.2020
1440,33,02:16:01 15.09.2020
1441,32,03:16:01 15.09.2020
1442,33,04:16:01 15.09.2020
1443,32,05:16:01 15.09.2020
1444,32,06:16:01 15.09.2020
1445,31,07:16:01 15.09.2020
1446,647,08:16:01 15.09.2020
1447,622,09:16:01 15.09.2020
1448,650,10:16:01 15.09.2020
1449,647,11:16:01 15.09.2020
1450,646,12:16:01 15.09.2020
1451,644,13:16:01 15.09.2020
1452,623,14:16:01 15.09.2020
1453,1997,15:16:01 15.09.2020
1454,815,16:16:01 15.09.2020
1455,640,17:16:01 15.09.2020
1456,644,18:16:01 15.09.2020
1457,650,19:16:01 15.09.2020
1458,644,20:16:01 15.09.2020
1459,645,21:16:01 15.09.2020
1460,645,22:16:01 15.09.2020
1461,647,23:16:01 15.09.2020
1462,644,00:16:01 16.09.2020
1463,642,01:16:01 16.09.2020
1464,648,02:16:01 16.09.2020
1465,649,03:16:01 16.09.2020
1466,645,04:16:01 16.09.2020
1467,645,05:16:01 16.09.2020
1468,668,06:16:01 16.09.2020
1469,645,07:16:01 16.09.2020
1470,633,08:16:01 16.09.2020
1471,648,09:17:01 16.09.2020
1472,652,10:17:01 16.09.2020
1473,643,11:17:01 16.09.2020
1474,644,12:17:01 16.09.2020
1475,650,13:17:01 16.09.2020
1476,777,14:17:01 16.09.2020
1477,1248,15:17:01 16.09.2020
1478,644,16:17:01 16.09.2020
1479,642,17:17:01 16.09.2020
1480,640,18:17:01 16.09.2020
1481,654,19:17:01 16.09.2020
1482,644,20:17:01 16.09.2020
1483,647,21:17:01 16.09.2020
1484,645,22:17:01 16.09.2020
1485,638,23:17:01 16.09.2020
1486,642,00:17:01 17.09.2020
1487,641,01:17:01 17.09.2020
1488,643,02:17:01 17.09.2020
1489,646,03:17:01 17.09.2020
1490,662,04:17:01 17.09.2020
1491,650,05:17:01 17.09.2020
1492,644,06:17:01 17.09.2020
1493,643,07:17:01 17.09.2020
1494,652,08:17:01 17.09.2020
1495,33,09:21:01 17.09.2020
1496,679,10:21:01 17.09.2020
1497,839,11:21:01 17.09.2020
1498,644,12:21:01 17.09.2020
1499,825,13:21:01 17.09.2020
1500,800,14:21:01 17.09.2020
1501,638,15:21:01 17.09.2020
1502,799,16:22:01 17.09.2020
1503,1,17:22:01 17.09.2020
1504,32,18:22:01 17.09.2020
1505,1,19:22:01 17.09.2020
1506,31,20:22:01 17.09.2020
1507,1,21:22:01 17.09.2020
1508,32,22:22:01 17.09.2020
1509,1,23:22:01 17.09.2020
1510,1,00:22:01 18.09.2020
1511,1,01:22:01 18.09.2020
1512,1,02:22:01 18.09.2020
1513,33,03:22:01 18.09.2020
1514,31,04:22:01 18.09.2020
1515,34,05:22:01 18.09.2020
1516,32,06:22:01 18.09.2020
1517,27,07:22:01 18.09.2020
1518,32,08:22:01 18.09.2020
1519,1,09:22:01 18.09.2020
1520,646,10:22:01 18.09.2020
1521,652,11:22:01 18.09.2020
1522,647,12:22:01 18.09.2020
1523,642,13:22:01 18.09.2020
1524,644,14:22:01 18.09.2020
1525,755,15:24:01 18.09.2020
1526,582,16:26:01 18.09.2020
1527,591,17:26:01 18.09.2020
1528,1,18:26:01 18.09.2020
1529,1,19:26:01 18.09.2020
1530,1,20:26:01 18.09.2020
1531,1,21:26:01 18.09.2020
1532,1,22:26:01 18.09.2020
1533,1,23:26:01 18.09.2020
1534,1,00:26:01 19.09.2020
1535,1,01:26:01 19.09.2020
1536,1,02:26:01 19.09.2020
1537,1,03:26:01 19.09.2020
1538,1,04:26:01 19.09.2020
1539,1,05:26:01 19.09.2020
1540,1,06:26:01 19.09.2020
1541,1,07:26:01 19.09.2020
1542,1,08:26:01 19.09.2020
1543,1,09:26:01 19.09.2020
1544,1,10:26:01 19.09.2020
1545,1,11:26:01 19.09.2020
1546,1,12:26:01 19.09.2020
1547,1,13:26:01 19.09.2020
1548,1,14:26:01 19.09.2020
1549,1,15:26:01 19.09.2020
1550,1,16:26:01 19.09.2020
1551,1,17:26:01 19.09.2020
1552,1,18:26:01 19.09.2020
1553,1,19:26:01 19.09.2020
1554,1,20:26:01 19.09.2020
1555,1,21:26:01 19.09.2020
1556,1,22:26:01 19.09.2020
1557,1,23:26:01 19.09.2020
1558,1,00:26:01 20.09.2020
1559,1,01:26:01 20.09.2020
1560,1,02:26:01 20.09.2020
1561,1,03:26:01 20.09.2020
1562,1,04:26:01 20.09.2020
1563,1,05:26:01 20.09.2020
1564,1,06:26:01 20.09.2020
1565,1,07:26:01 20.09.2020
1566,1,08:26:01 20.09.2020
1567,1,09:26:01 20.09.2020
1568,1,10:26:01 20.09.2020
1569,1,11:26:01 20.09.2020
1570,1,12:26:01 20.09.2020
1571,1,13:26:01 20.09.2020
1572,1,14:26:01 20.09.2020
1573,1,15:26:01 20.09.2020
1574,1,16:26:01 20.09.2020
1575,1,17:26:01 20.09.2020
1576,1,18:26:01 20.09.2020
1577,1,19:26:01 20.09.2020
1578,1,20:26:01 20.09.2020
1579,1,21:26:01 20.09.2020
1580,1,22:26:01 20.09.2020
1581,1,23:26:01 20.09.2020
1582,1,00:26:01 21.09.2020
1583,1,01:26:01 21.09.2020
1584,1,02:26:01 21.09.2020
1585,1,03:26:01 21.09.2020
1586,1,04:26:01 21.09.2020
1587,1,05:26:01 21.09.2020
1588,1,06:26:01 21.09.2020
1589,34,07:26:01 21.09.2020
1590,1137,08:26:01 21.09.2020
1591,816,09:26:01 21.09.2020
1592,1115,10:26:01 21.09.2020
1593,766,11:26:01 21.09.2020
1594,1165,12:26:01 21.09.2020
1595,807,13:26:01 21.09.2020
1596,1144,14:26:01 21.09.2020
1597,814,15:26:01 21.09.2020
1598,1188,16:26:01 21.09.2020
1599,33,17:26:01 21.09.2020
1600,28,18:26:01 21.09.2020
1601,32,19:26:01 21.09.2020
1602,32,20:26:01 21.09.2020
1603,32,21:26:01 21.09.2020
1604,33,22:26:01 21.09.2020
